_id,name,phone,salary,role,location,employeeId,managerId
124370,Jane Doe,024 3297624,88725,4,02108,621043,011135
124371,Jane Miller,024 1153475,117329,1,60601,524627,011135
124372,Kwaku Williams,024 3398724,101396,2,06101,605476,011135
124373,Michael Brown,024 0720376,118174,5,10001,526592,011135
124374,Kwabena Brown,024 2807240,101763,3,06101,806136,011135
124375,Michael Williams,024 8332962,93877,4,06101,686045,011135
124376,Michael Miller,024 3539774,93728,5,94016,222941,011135
124377,William Brown,024 6478034,104055,4,10001,907651,011135
124378,Michael Johnson,024 1561957,110127,1,10001,300851,011135
124379,Sarah Brown,024 0802543,116885,3,10001,318998,011135
124380,Kwaku Williams,024 5226738,115424,3,94016,414211,011135
124381,Kwaku Boafo,024 4345690,106772,2,94016,345749,011135
124382,Kwabena Davis,024 7178992,106196,4,02108,424173,011135
124383,John Brown,024 5386640,114460,1,60601,885000,011135
124384,Sarah Miller,024 4669719,82900,2,60601,632824,011135
124385,Michael Doe,024 0209068,92563,2,60601,623688,011135
124386,Sarah Brown,024 2198358,119901,2,06101,823388,011135
124387,Michael Johnson,024 6896531,99265,5,94016,585686,011135
124388,Kwabena Johnson,024 8958935,103290,4,02108,692936,011135
124389,John Miller,024 3670496,88093,4,94016,024978,011135
124390,Sarah Williams,024 6503196,110962,1,60601,252604,011135
124391,Jane Smith,024 2598142,89477,4,94016,283645,011135
124392,John Miller,024 7289600,104069,4,06101,894532,011135
124393,Michael Brown,024 1587875,82005,2,94016,294362,011135
124394,John Doe,024 0393955,88549,5,60601,187769,011135
124395,Michael Smith,024 2951557,98582,1,94016,803621,011135
124396,Michael Johnson,024 4974051,93665,1,10001,130801,011135
124397,Kwaku Davis,024 3919139,91758,4,94016,032209,011135
124398,Michael Brown,024 0237016,95630,3,10001,677506,011135
124399,Kwame Davis,024 2370801,88346,2,60601,470726,011135
124400,William Miller,024 3466977,102627,4,94016,770828,011135
124401,Jane Johnson,024 7723150,117266,3,06101,588882,011135
124402,Michael Miller,024 4423761,81881,2,94016,826163,011135
124403,Sarah Doe,024 6774741,82299,3,06101,422462,011135
124404,William Johnson,024 1322471,85305,3,06101,705921,011135
124405,Sarah Williams,024 0625850,97504,4,02108,535053,011135
124406,Kwame Davis,024 1381819,99898,5,60601,659664,011135
124407,Kwabena Johnson,024 4428912,114549,5,02108,458385,011135
124408,Sarah Williams,024 3731320,119161,1,60601,162794,011135
124409,William Williams,024 9017636,112992,1,06101,496475,011135
124410,Kwaku Brown,024 3064826,108614,5,60601,204505,011135
124411,Kwabena Boafo,024 2586118,107771,4,06101,929555,011135
124412,Kwabena Miller,024 4972487,98180,3,60601,487700,011135
124413,Kwaku Doe,024 7051788,87668,2,02108,075721,011135
124414,William Boafo,024 5585442,92654,3,06101,990659,011135
124415,Kwaku Doe,024 3453374,80645,5,10001,263981,011135
124416,Kwame Doe,024 0792037,107125,2,02108,561010,011135
124417,Kwabena Davis,024 1207144,99824,2,60601,471062,011135
124418,John Johnson,024 9056539,105820,1,60601,591784,011135
124419,Kwaku Davis,024 7132252,86055,4,60601,863667,011135
124420,John Miller,024 3303611,92665,4,06101,403461,011135
124421,Kwaku Doe,024 9320730,107708,2,10001,295373,011135
124422,Jane Williams,024 5619788,105410,1,10001,363365,011135
124423,Sarah Smith,024 0871532,100201,5,10001,775490,011135
124424,Kwabena Boafo,024 1676726,90851,5,94016,081155,011135
124425,Kwaku Miller,024 0615266,94272,5,06101,002555,011135
124426,Kwaku Doe,024 5668509,93323,3,06101,413569,011135
124427,Jane Miller,024 9916912,91249,4,02108,892862,011135
124428,Kwame Williams,024 7708546,93879,5,10001,447492,011135
124429,Jane Johnson,024 2939034,111751,4,60601,400967,011135
124430,Sarah Miller,024 5668119,108412,3,10001,587151,011135
124431,Kwame Johnson,024 7639792,112690,1,06101,465037,011135
124432,Jane Doe,024 0157453,109542,2,06101,372364,011135
124433,Sarah Smith,024 4750632,89529,4,60601,237933,011135
124434,Michael Doe,024 9429034,102664,3,60601,689489,011135
124435,Sarah Boafo,024 9877465,103565,1,10001,830673,011135
124436,Sarah Johnson,024 0559673,104233,3,94016,489271,011135
124437,Kwaku Williams,024 3111739,89713,1,06101,659362,011135
124438,Kwaku Brown,024 8165505,99339,5,10001,058023,011135
124439,Kwame Brown,024 6214478,110317,5,10001,764379,011135
124440,John Smith,024 0476578,83268,2,06101,692372,011135
124441,Michael Boafo,024 2526121,119916,5,06101,474151,011135
124442,Kwabena Boafo,024 6402456,87044,1,02108,552166,011135
124443,Kwame Williams,024 6762811,111421,1,60601,931985,011135
124444,John Smith,024 5776432,119425,3,94016,516878,011135
124445,Kwabena Smith,024 1362680,115887,5,02108,004130,011135
124446,John Davis,024 8627427,105693,2,06101,862605,011135
124447,John Brown,024 0087111,102740,3,60601,085239,011135
124448,Jane Williams,024 5073803,98171,1,60601,494302,011135
124449,Sarah Boafo,024 5353038,82601,3,60601,558125,011135
124450,Kwabena Doe,024 5800012,107728,3,06101,121423,011135
124451,Jane Williams,024 2765006,104864,4,10001,808923,011135
124452,Jane Smith,024 4732425,97596,3,60601,958141,011135
124453,William Brown,024 5980494,91541,3,02108,188694,011135
124454,Jane Smith,024 3300254,112682,4,60601,604369,011135
124455,Kwaku Brown,024 5791556,95172,4,60601,314786,011135
124456,Jane Doe,024 5891155,84344,5,94016,350829,011135
